Date	Code	Headline	Relevance
15-Apr	MRP	Brazil fuel-price controversy: Minister Guedes confident he can convince Bolsonaro and overcome the situation	1
01:41:00	NTX	López Obrador can not repeal Peña Nieto reforms, warns PRI	0
01:04:00	NTX	Minister proposed by López Obrador will decide on children's stays	0
00:09:00	NTX	Reprogram Resources for Citizen Committees and Participatory Budgeting	0
15-Apr	NTX	Indigenous face obstacles to exercise rights: Electoral Tribunal	0
15-Apr	BMV	Designation of PricewaterhouseCoopers, S.C. (PwC) as auditor	0
15-Apr	BMV	DESIGNATION OF PRICEWATERHOUSECOOPERS, S.C. (PWC) AS EXTERNAL AUDITOR OF THE FI	0
15-Apr	NTX	Bank capitalization ratio improved last February	1
15-Apr	GO7	SEP: Bulletin no. 52 Science will be promoted from initial education and teachers will be motivated to instruct: Moctezuma	0
15-Apr	DPA	Mexico to create 'Robin Hood' institute to return stolen funds	0
15-Apr	GO7	Secy Salud (MX): The 2019 annual collection of the Mexican Red Cross begins in the Ministry of Health	0
15-Apr	NTX	Start of sale of Fox Sports after approval of Divestment Agent	0
15-Apr	BN	N. America 2Q CPI Forecast Rises; Canada Up to 1.8%	1
15-Apr	NTX	Cetes register mixed movements, reflect minutes of the Bank of Mexico	0
15-Apr	BMV	FITCH QUALIFIES IN AA- (MEX) TO ISSUE OF CBS OF CORPORACIÓN ACTINVER	1
15-Apr	BMV	Fitch Qualifies in AA- (mex) to Issuance of Corporation CBs	0
15-Apr	FII	Fitch Qualifies in 'AA- (mex)' to Issue CBs of Corporation A	0
15-Apr	BN	* BANXICO SETS OFFICIAL PESO EXCHANGE RATE AT 18.8489 / U.S. DOLLAR	0
15-Apr	BN	N. America 1Q GDP Forecast Rises; U.S. Seen at 1.6%	0
15-Apr	GO7	Banco de México: "Monetary policy in Mexico in the face of a more accommodative stance in advanced economies", Javier Guzmán,	1
15-Apr	NTX	López Obrador warns that the budget will not be used to favor c	0
15-Apr	PRL	Pemex Plans to Dig this Year 20 New Oil Wells	1
15-Apr	OIP	Think Tank: Mexico's New Refinery Already Doomed	1
15-Apr	WFS	Pemex, World's Most Indebted Oil Company, Gets Government Bailout as Suppliers Influe About Unpaid Bills	1
17-Apr	CTX	U.S., Turkey defense chiefs discuss mutual security interests	0
17-Apr	BN	Erdogan Seeks Help Trump May Not Give to Ease Turkey's Turmoil	1
16-Apr	GO1	Dept of Commerce: Remarks by U.S. Commerce Secretary Wilbur L. Ross at the American Turkish Council (ATC)	0
16-Apr	PTI	Turkey hopeful US will extend waiver on Iran sanctions	1
16-Apr	GO7	SRE: On the initiative of Mexico and Turkey, approves UNESCO World Art Day	0
16-Apr	FTI	Turkey seeks US sanctions waiver over Russian missile deal	0
16-Apr	GO1	DoD: Readout of Acting Secretary of Defense Patrick M. Shanahan's Meeting with Turkish Minister of National Defense Hulusi Akar	0
16-Apr	GO7	MINEXT: Colombia and Turkey celebrate 60 years of the establishment of diplomatic relations through gastronomy	0
16-Apr	GO5	Macedonian Info: Erdogan's party submits request for re-run of Istanbul election	1
16-Apr	ANS	Turchia: partito Erdogan, bloccare mandate sindaco Istanbul	0
16-Apr	FTI	Drive to rerun Istanbul election is a risk for Recep Tayyip Erdogan	0
16-Apr	BFW	Turkey, U.S. Apart on Tech Sharing in Patriot Missile Talks (1)	0
16-Apr	BFW	Turkey, U.S. Divided on Tech Sharing in Patriot Missile Talks	0
16-Apr	ANS	Germania: comic lose cause contro Merkel per versi Erdogan	0
16-Apr	APW	Turkey's Ruling Party Wants Istanbul Election Voided, Redone	0
16-Apr	DPA	Erdogan's party submits request for re-run of Istanbul election	0
16-Apr	BN	Turkey Flirts With More Upheaval as Erdogan's Party Demands Vote	0
16-Apr	HUR	Turkey's jewel exports reach $ 825 million in Q1	0
16-Apr	HUR	Turkey's industrial output rises 1.3 percent monthly	1
16-Apr	HUR	Head of Turkey-US Business Council: It is time to talk business	0
16-Apr	HUR	Turkey's trade with Middle East surpasses $ 40 billion	0
16-Apr	HUR	Turkey's unemployment rate stands at 14.7 percent in January	0
16-Apr	HUR	Turkey's finance minister holds talks with international investors in US	0
16-Apr	HUR	Turkey sharpening SMEs' competitive edge: Tech minister	0
16-Apr	HUR	Turkey's auto industry produces over 360,000 vehicles in Q1	0
16-Apr	HUR	Turkey returns griffon vulture to Serbian home	0
16-Apr	HUR	Turkey to promote 'green future' at China Expo	0
16-Apr	HUR	Serbia to refute EU opposition to TurkStream's 2nd line	0
16-Apr	HUR	Current account gap shrinks to $ 718 million in February	0
16-Apr	HUR	Video shows last moments of two paragliders who died in Fethiye	0
16-Apr	HUR	Ruling party applies for annulment of mayoral election results in Istanbul	0
16-Apr	HUR	Albayrak meets Trump, conveys Erdogan's messages on S400	0
16-Apr	HUR	Fire in Notre-Dame deeply upset us: Erdogan	0
16-Apr	HUR	S-400 and F-35s to be deployed separately: Defense minister	0
16-Apr	HUR	Turkish economy to recover from recession in 2020: IMF	0
16-Apr	HUR	Turkey to focus on structural reforms: Treasury minister	0
16-Apr	HUR	Turkey set to invest $ 11 billion in energy efficiency	0
16-Apr	HUR	Turkish Cargo shipments up 9.6 percent	0
16-Apr	HUR	Uber to scale down operations in Turkey	0
16-Apr	HUR	Turkey, Russia create 900 million euro investment fund	0
16-Apr	HUR	Facebook to levy tax on local ads in Turkey	0
16-Apr	HUR	Honda to end Turkey production after 2021	0
16-Apr	HUR	Number of mobile subscribers reaches 80 million in Turkey	0
16-Apr	HUR	At least 108 workers killed in Turkey in March: Report	0
16-Apr	HUR	37 percent of Turkish consumers prefer domestic products	0
16-Apr	HUR	Turkey's participation banks' profits jump 33 pct	0
16-Apr	HUR	Turkey's jewel exports reach $ 825 million in Q1	0
16-Apr	HUR	Turkey's industrial output rises 1.3 percent monthly	0
16-Apr	HUR	Turkey's jewel exports reach $ 825 million in Q1	0
16-Apr	HUR	Turkey's industrial output rises 1.3 percent monthly	0
16-Apr	HUR	Head of Turkey-US Business Council: It is time to talk business	0
16-Apr	HUR	Turkey's trade with Middle East surpasses $ 40 billion	0
16-Apr	HUR	Turkey's unemployment rate stands at 14.7 percent in January	0
16-Apr	HUR	Turkey's finance minister holds talks with international investors in US	0
16-Apr	HUR	Turkey sharpening SMEs' competitive edge: Tech minister	0
16-Apr	HUR	Turkey's auto industry produces over 360,000 vehicles in Q1	0
16-Apr	HUR	Turkey returns griffon vulture to Serbian home	0
16-Apr	HUR	Turkey to promote 'green future' at China Expo	0
16-Apr	HUR	Serbia to refute EU opposition to TurkStream's 2nd line	0
16-Apr	HUR	Current account gap shrinks to $ 718 million in February	0
16-Apr	HUR	Video shows last moments of two paragliders who died in Fethiye	0
16-Apr	HUR	Ruling party applies for annulment of mayoral election results in Istanbul	0
16-Apr	HUR	Albayrak meets Trump, conveys Erdogan's messages on S400	0
16-Apr	HUR	Fire in Notre-Dame deeply upset us: Erdogan	0
16-Apr	HUR	S-400 and F-35s to be deployed separately: Defense minister	0
16-Apr	HUR	Turkish economy to recover from recession in 2020: IMF	0
16-Apr	HUR	Turkey to focus on structural reforms: Treasury minister	0
16-Apr	HUR	Turkey set to invest $ 11 billion in energy efficiency	0
16-Apr	HUR	Turkish Cargo shipments up 9.6 percent	0
16-Apr	HUR	Uber to scale down operations in Turkey	0
16-Apr	HUR	Turkey, Russia create 900 million euro investment fund	0
16-Apr	HUR	Facebook to levy tax on local ads in Turkey	0
16-Apr	HUR	Honda to end Turkey production after 2021	0
16-Apr	HUR	Number of mobile subscribers reaches 80 million in Turkey	0
16-Apr	HUR	At least 108 workers killed in Turkey in March: Report	0
16-Apr	HUR	37 percent of Turkish consumers prefer domestic products	0
16-Apr	HUR	Turkey's participation banks' profits jump 33 pct	0
16-Apr	EXC	Turkey lira CRISIS: Currency WEAKENS near to WORST level against US dollar in SIX MONTHS	1
16-Apr	NTO	Saudi-based SAK plans $ 100 mln Turkey investments despite tense ties	1
16-Apr	REU	Turkey's last-resort lending facility tapped, funding costs rise	1
17-Apr	BFW	IRON ORE FLOWS: Brazilian Weekly Exports Steady at 3.6m Tons	1
17-Apr	BN	Petrobras Is Free to Set Fuel Prices, Brazil Finance Chief Says	1
00:31:00	BES	Rodrigo Maia and Onyx gather leaders to try to vote Social security this week	0
16-Apr	BFW	Guedes Denies Political Meddling, Reinforces Petrobras Freedom	0
16-Apr	BFW	* BRAZIL HOUSE CMTE RAPPORTEUR SEES 40 VOTES FOR PENSION BILL	1
16-Apr	BES	UOL Brazil: Toffoli ignores PGR and extends investigation of FTS attacks by 90 days	0
16-Apr	BFW	Brazil House Cmte Head Sees Majority in Favor of Pension Bill	0
16-Apr	BFW	* EXPLANATION ON PETROBRAS SEEMED TO SATISFY BOLSONARO: GUEDES	0
16-Apr	BFW	* ONE OPTION IS TO PEG FREIGHT PRICES TO DIESEL PRICE: GUIDES	1
16-Apr	BFW	* PETROBRAS IS INDEPENDENT TO SET ITS PRICES: ECONOMY MINISTER	0
16-Apr	BFW	* GOVT NOW DISCERNS BETWEEN TRUCK DRIVERS 'ISSUE, PRICES: GUIDES	0
16-Apr	BFW	* BOLSONARO CALLED PETROBRAS CEO TO ASK ABOUT DIESEL PRICE: GUEDES	0
16-Apr	BFW	* BOLSONARO DID NOT UNDERSTAND PETROBRAS PRICE INCREASE: GUIDES	0
16-Apr	BFW	* PETROBRAS DECIDES WHEN TO RAISE PRICES, BY HOW MUCH: MINISTER	0
16-Apr	BFW	* BRAZIL ENERGY MINISTER SAYS MEETING WAS TO INFORM BOLSONARO	0
16-Apr	ANS	Figlio Bolsonaro, venerdi 'incontrero' Salvini to Rome	0
16-Apr	BFW	* BRAZIL CMTE HEAD SAYS PENSION VOTE SEEMS MORE LIKELY THIS WEEK	0
16-Apr	BFW	* BRAZIL CMTE HEAD SEES MAJORITY IN FAVOR OF PENSION BILL	0
16-Apr	MCP	Credit risk agencies lower Brazil's growth estimates for 2019	1
16-Apr	ISH	Brazil financial system minister assured on one trillion reais pension reform	1
02:50:00	BN	Mexican President Orders Government to Ignore Education Overhaul	0
01:49:00	APW	Mexico President Sets Aside Education Reform	0
17-Apr	NTX	Senators ready to approve labor reform, complies with T-MEC	1
01:15:00	NTX	Environment Secretariat invites you to connect with nature	0
00:52:00	GO7	SHCP Mexico: PROGRAM PRIVATE PUBLIC ASSOCIATION OF MULTIANNUAL CONSERVATION OF THE FEDERAL ROAD NETWORK ARRIAGA-TAPACHULA	0
17-Apr	NTX	Employment in OECD achieves maximum in the fourth quarter; it stays in Mexico	1
00:27:00	NTX	Mexican authorities prepare to receive three thousand 200 migrants	0
16-Apr	NTX	Despotic and unilateral, Memorandum of López Obrador: PAN Senators	0
16-Apr	NTX	Independent deputies support end to educational reform of Peña Nieto	0
16-Apr	NTX	PRI rejects Senate intention of the President to repeal education reform	0
16-Apr	NTX	Illegal, the memorandum on educational reform, warn deputies	0
16-Apr	NTX	Dollar ends day with decline, sold at 19.21 pesos in banks	0
16-Apr	NTX	Main foreign investment is of Mexicans in the United States	1
16-Apr	BN	* BANXICO SETS OFFICIAL PESO EXCHANGE RATE AT 18.9516 / U.S. DOLLAR	0
16-Apr	SCN	Disney, Fox, with endorsement of IFT, advance in the process of sale Fox	0
16-Apr	BMV	FAITH OF ERRATA IN THE RELEVANT EVENT: CHANGE IN THE ADMINISTRATIVE COUNCIL	0
16-Apr	NTX	SEP, forced to comply with current education legislation: Movimiento Ciudad	0
16-Apr	NTX	Mexican Stock Exchange and banks will close on Holy Thursday and Friday	0
16-Apr	NTX	International reserves fall for the second week, totaling 176 thousand 465 million dollars	1
16-Apr	NGI	Zama Oil Appraisal Well Confirms 'Exceptional Productivity' at Discovery Offshore Mexico	1
18-Apr	BN	Daybreak: U.S.-China Deal on Its Way. Turkey Results. (Podcast)	0
18-Apr	FTI	Turkish short-term borrowing fuels reserves fears	1
17-Apr	CTX	ICBC Turkey named best investment bank of 2018	0
17-Apr	WPT	Opposition Candidate Declared Mayor of Istanbul Legal Legal Challenge	1
17-Apr	BNA	Turkey Tax Agency Updates Special Consumption Tax Rates on Fuels	1
17-Apr	BFW	Turkey Uses Short-Term Borrowing to Bolster Reserves: FT	1
17-Apr	FTI	Turkish opposition candidate confirmed as Istanbul winner	0
17-Apr	ANS	Imamoglu becomes mayor of Istanbul, but Erdogan does not give up	0
17-Apr	DPA	CORRECTION Turkish opposition says its candidate declared greater Istanbul	0
17-Apr	CTX	Turkey's opposition party candidate appointed as Istanbul	0
17-Apr	BN	* IMAMOGLU CALLS ON AUTHORITIES TO MAKE FINAL RULING ON ELECTION	0
17-Apr	BN	* IMAMOGLU SAYS FIRST VICTORY RALLY TO BE HELD ON WEEKEND	0
17-Apr	BN	* ISTANBUL'S NEW MAJOR EKREM IMAMOGLU SPEAKS ON ELECTION VICTORY	0
17-Apr	BN	Erdogan Rival Declared Istanbul Mayor in Vote That's Disputed	0
17-Apr	DPA	Turkish opposition says its candidate declared greater Istanbul	0
18-Apr	BFW	Guedes: Brazil's Transfer of Rights Auction Bonus at $ 27 Billion	0
18-Apr	BFW	* BRAZIL ECON. MINISTER SAYS TOR BONUS SIGNATURE WILL BE BRL106B	0
18-Apr	BFW	Petrobras Increases Diesel Price, Keeps Pace of Adjustments	1
17-Apr	ASX	[Delayed] CPH: BRAZIL IMPORT LICENSE GRANTED FOR CANNAQIX (4PGS)	0
17-Apr	CRL	* CPH Brazil Import License Granted For cannaQIX	0
17-Apr	BFW	Petrobras CEO Announces Diesel Price Increase of BRL0.10	1
17-Apr	NTX	Bolsonaro returns to vindicate the Army in military ceremony	0
17-Apr	BFW	* PETROBRAS CEO CORRECTS DIESEL PRICE PUMP ESTIMATE TO + 4.5% -5.1%	1
17-Apr	BFW	* PETROBRAS'S LOSS IN RECENT DAYS WAS ZERO DUE TO HEDGING: CEO	0
17-Apr	BFW	* PETROBRAS TO CONTINUE USING INTERNATIONAL PRICE PARITY: CEO	1
17-Apr	BFW	* DIESEL PRICE INCREASE WILL BE 4.8% -5.1% ON THE PUMP: PETROBRAS	1
17-Apr	BFW	* PETROBRAS CEO ANNOUNCES DIESEL PRICE INCREASE OF BRL0.10	1
17-Apr	BLW	Brazilian Court Allows Vale to Resume Iron Mining Operations	1
17-Apr	BFW	* PETROBRAS POSTPONES PRESS CONFERENCE ON FUEL PRICES TO 7PM	0
17-Apr	BFW	* IBOVESPA OPTIONS EXPIRING TODAY TRADE BRL7.49B: EXCHANGE	0
17-Apr	BFW	Brazil Pension Secretary Says no Deal Has Been Reached on Reform	1
17-Apr	BFW	What Have Pensions Got to Do With Price of Coffee in New York?	0
17-Apr	SBN	Brazilian market collapses due to pension reform delay	1
17-Apr	BFW	* PETROBRAS CEO TO SPEAK ON FUEL PRICES IN PRESS CONFERENCE 6PM	0
18-Apr	NTX	Violent parents could lose the custody of their children: Suprema	0
18-Apr	GO7	SEMARNAT: The Government of Mexico reiterates that it will continue to apply the current regulations regarding land use change in	0
18-Apr	NTX	Indigenous people will receive advice on radio and television concessions	0
17-Apr	BMV	GRUPO AEROPORTUARIO DEL PACÍFICO ANNOUNCES ANNUAL REPORT AND REPORT 20-F 2018	0
17-Apr	EDG	Pacific Airport Group: 20-F 2018/12/31	0
17-Apr	NTX	Pemex and weight movement, risk factors for inflation	1
17-Apr	GO7	SVS Chile: LARRAÍN VIAL INVESTMENT FUND MEXICO MEZZANINE - 04/17/2019 04:10:25 PM	0
17-Apr	NTX	Miguel Hidalgo falls subject transporting Central American migrants	0
17-Apr	NTX	INE and Quintana Roo sign agreement against electoral crimes	0
17-Apr	NTX	France received well expressions of Mexico before the fire of Notre Dame	0
17-Apr	BN	* BANXICO SETS OFFICIAL PESO EXCHANGE RATE AT 18.848 / U.S. DOLLAR	1
17-Apr	APW	The Latest: Leaders Offer Condolences for Peru's Garcia	0
17-Apr	BN	Mexico President Orders Cabinet to Ignore Education Reform	1
17-Apr	GO7	ANTAD: Despite tariffs, Mexico exports 10.2% more steel to Washington	0
17-Apr	NTX	Tláhuac deputy asked for support for producers of Romeritos de Mixquic	0
17-Apr	NTX	Mexico identifies route for 5G technology deployment	0
17-Apr	NTX	Dollar remains unchanged, opens at 19.21 pesos on sale at banks	0
17-Apr	BN	* BANXICO CALLS TO AUCTION $ 200 MLN IN 30 DAYS FX HEDGE ROLLOVER	1
17-Apr	GO7	Banco de México: Convocation to auction on the maturity of Foreign Exchange Coverage - 04/17/2019	0
17-Apr	BN	* BANXICO ROLLS OVER $ 200M IN FX HEDGE TO MATURE MAY 17 2019	1
23-Apr	BN	Goldman Clips Fed, China Eyes Horizon, Weak Asian Trade: Eco Day	0
22-Apr	BNA	Turkey Tax Agency Seeks Comments on Draft Communique on Mandatory Electronic Bookkeeping and Invoicing	0
22-Apr	NPW	David J. Bercuson: In cozying up to Russia, Turkey's Erdogan is taking a huge gamble	0
22-Apr	PTI	Turkey opposes US ending exemptions on Iran oil: minister	1
22-Apr	BN	* TURKEY FOREIGN MINISTER SPEAKS ON U.S. SANCTIONS AGAINST IRAN	0
22-Apr	TCB	Turkish Lira Currency Swap Market	1
22-Apr	BN	Turkey to Sell $ 4.2 Billion in Bonds to Recapitalize State Banks	1
22-Apr	GO8	ForMinistry (TR): No: 110, 22 April 2019, Press Release Regarding the Visit of H.E. Mr. Didier Reynders, Deputy Prime Minister,	0
22-Apr	GO8	Rep of Turkey CB: Financial Services Statistics and Financial Services Confidence Index - Monthly Developments	1
22-Apr	PTI	Turkish police arrest ruling party member, eight others after opposition chief attack	1
22-Apr	BN	Erdogan Faces Rare Rebellion Within His Party as Economy Weakens	1
22-Apr	GO8	Turk. Presidency: President Erdogan's Message on April 23rd National Sovereignty and Children's Day	0
22-Apr	BFW	Turkey Treasury to Sell EU3.7B Debt for State Banks' Capital	1
22-Apr	BN	* TURKEY EU400M DEBT SALE TO AID 3 STATE-RUN ISLAMIC BANKS	1
22-Apr	BN	* TURKEY TREASURY TO SELL EU400M DEBT FOR ISLAMIC STATE BANKS	1
22-Apr	BN	Turkey Sells 1.31B Liras of 20.9% 2021 Bonds; Bid-Cover 1.92	1
22-Apr	BN	* TURKEY TREASURY GETS 2.51BLN LIRAS BIDS FOR 2021 DEBT	1
22-Apr	BN	* TURKISH INTERIOR MINISTER SULEYMAN SOYLU SPEAKS IN ANKARA	0
22-Apr	BN	EM Review: Assets Were Mixed as Traders Assessed Growth Outlooks	0
21-Apr	BN	EM Review: Assets Mixed as Traders on Edge Over Low Volatility	0
21-Apr	CTX	Turks rally to mark nomination of new greater Istanbul	0
21-Apr	PTI	New Istanbul biggest rallies supporters for 'new beginning'	0
21-Apr	NPW	Protesters attack Turkish opposition leader at funeral	0
21-Apr	PTI	RSF urges court to acquit Cyprus journalists over Erdogan 'insult'	0
21-Apr	CTX	Spotlight: Ankara in search of way out of S-400 deal with Moscow	0
21-Apr	CTX	Turkey's Erdogan condemns deadly attacks in Sri Lanka	0
21-Apr	NPW	The Latest: Turkey's president condemns Sri Lanka blasts	0
21-Apr	BN	Primed for a Rebound? U.S. Growth Set to Stabilize: Economy Week	0
20-Apr	ANA	Greek Foreign Affairs Ministry responds to Turkish Defense	0
19-Apr	WPT	Opinion: I'm in Prison. But My Party Still Scored Big in Turkey's Elections.	0
19-Apr	WPT	Will Turkey's President Accept the Country's Election Results?	0
19-Apr	ANS	Turchia: ufficio Erdogan assume controllo agenzia Anadolu	0
19-Apr	BN	Erdogan Says It's Time to Move on From Turkish Election Disputes	0
19-Apr	BN	Turkey Probes Spy Suspects' Ties to Khashoggi Case, TRT TV Says	0
19-Apr	GO8	ForMinistry (TR): Foreign Minister Mevlüt Çavusoglu Hosts the Trilateral Meeting of Ministers of Foreign Affairs of Turkey,	0
19-Apr	GO8	Turk. Presidency: President Erdogan attends Atalay Sahinoglu's funeral	0
19-Apr	TCB	Turkish Lira Currency Swap Market	0
19-Apr	GO8	Rep of Turkey CB: Survey of Expectations - Data	1
19-Apr	GO8	Rep of Turkey CB: Survey of Expectations - Monthly Developments - April 2019 Apr 19, 2019, 2:30:00 PM	0
19-Apr	BFW	Turkey Year-End Inflation Est. Rises to 16.23% in Cenbank Survey	1
19-Apr	BN	Turkish Central Bank April Survey 12-Month CPI Estimate 15.38%	1
19-Apr	BFW	* TURKEY 12-MONTH INFLATION EST. 15.38% IN CENBANK SURVEY	1
19-Apr	ANS	Turchia: Erdogan, elezioni alle spalle, 4.5 anni senza voto	0
19-Apr	ANS	Turkey, sensitive to concerns of Russian missiles	0
19-Apr	BFW	Turkey Should Focus on Economy and Security, Erdogan Says	1
18-Apr	CTX	Spotlight: Syrian refugees face rising resentment in post	0
18-Apr	BNA	Turkey Tax Agency Updates Special Consumption Tax Rates on Fuels	1
18-Apr	BN	Why's Everyone Worried About Turkey's Foreign Reserves?	1
18-Apr	FTI	Turkey props up reserves with eye on shaky lyre	1
18-Apr	BFW	Turkey Says U.S. Threat of Sanctions Over S-400s Will 'Backfire'	0
18-Apr	BN	* KALIN: ERDOGAN EXTENDED INVITATION TO TRUMP FOR A 2019 VISIT	0
18-Apr	BN	* KALIN SAYS HE WILL NOT 'SPECULATE' ON CABINET REHUFFLE RUMORS	0
18-Apr	BN	* KALIN: REMAINING PART OF F-35 PROJECT IS A PRIORITY FOR TURKEY	0
18-Apr	BN	* KALIN: TURKEY WOULD NOT WANT F-35 TECHNOLOGIES TO BE COMPROMISED	0
18-Apr	BN	* KALIN: U.S. THREAT OF SANCTIONS OVER S-400S WILL `BACKFIRE '	0
18-Apr	BN	* KALIN: TURKISH FINMIN DISCUSSED SYRIA'S MANBIJ WITH TRUMP	0
18-Apr	BN	* ERDOGAN SPOKESMAN IBRAHIM KALIN SPEAKS AFTER CABINET MEETING	0
18-Apr	BN	Developed Economies 2Q CPI Forecast Steady; Canada Up to 1.8%	0
18-Apr	BN	Turkish Central Bank Data Puzzles Traders and Sends Lira Falling	1
18-Apr	TCB	Turkish Lira Currency Swap Market	0
18-Apr	ANS	Turchia: Erdogan contro Ft, notizie false his crisis economy	0
18-Apr	BI	TURKEY INSIGHT: Low Rates Hit Lira Again, Now From Banks	1
18-Apr	DPA	Erdogan criticizes Financial Times over reportage on state of economy	0
18-Apr	BN	Spooked Turkey Watchers Want Answers to Reserve Data Conundrum	0
18-Apr	ANS	Iran: Zarif, creato strumento anti-sanzioni Usa with Turchia	0
23-Apr	BN	Goldman Clips Fed, China Eyes Horizon, Weak Asian Trade: Eco Day	0
23-Apr	FTI	The promise and perils of Bolsonaro's Brazil	0
23-Apr	BES	Folha Blogs: Pro-strike truck drivers meet with minister of Infrastructure	0
23-Apr	BES	UOL Brazil: STF denies request of deputy of PSB to suspend analysis of Social Security in CCJ	0
23-Apr	BES	After resigning as ambassador, government chooses military to run Apex	0
23-Apr	BFW	* QATAR AIRWAYS, JETSMART INTERESTED IN AVIANCA BRAZIL: VALUE	0
22-Apr	BES	UOL Brazil: PSB deputy enters STF to suspend Social Security analysis at CCJ	0
22-Apr	GO7	Banco Cen Chile: Informs about the withdrawal of the Central Bank of Brazil from the Reciprocal Payments and Credits Agreement of the	0
22-Apr	BFW	Brazil's Bolsonaro Confident Truck Drivers Will not Strike: Govt	0
22-Apr	BFW	Brazil Antitrust Authority Investigates Big Banks On Nubank	0
22-Apr	EDG	Cpfl Energy Inc: 20-F 2018/12/31	0
22-Apr	BES	Folha: Maia announces agreement with government to release data on reform after CCJ	0
22-Apr	BFW	* BRAZIL'S BOLSONARO CONFIDENT TRUCK DRIVERS WILL NOT STRIKE: GOVT	0
22-Apr	BFW	Brazil Iron Ore Daily Exports Trail Last Year's Pace: Ministry	0
22-Apr	BFW	Brazil Pension Fund Petros Approves Alexandre Mathias as CIO	1
22-Apr	BNA	Brazil Gazettes Consultation Solution Clarifying Tax Implications of Recovered Interest, Penalties Under Regularization Program	0
22-Apr	BES	Status: Opposition wants to bar Social Security vote in CCJ requiring disclosure of data	0
22-Apr	BFW	* BRAZIL PENSION FUND PETROS APPROVES ALEXANDRE MATHIAS AS CIO	1
22-Apr	BN	Latam 1Q GDP Forecast Steady in Past Week; Chile Seen at 2.6%	0
22-Apr	BFW	Brazil Govt Is Paid BRL108m in Sapinhoa ??Oil Field Settlement	0
22-Apr	FTI	Rainforest warriors groom to fight Bolsonaro	0
22-Apr	BN	Sugar King's CEO Sees Brazil Infrastructure as New Hot Commodity	0
21-Apr	BES	Value: Week will be decisive for deadlock between government and truckers	0
21-Apr	BES	Folha: Defense has more personnel spending in the decade, and military investment falls	0
21-Apr	BES	Estadão: Fleet of vehicles in the country is older	0
21-Apr	BES	Estadão: Congress imposes its own agenda on Bolsonaro	0
21-Apr	BES	Anatel to have anti-fraud platform	0
20-Apr	BES	For Guedes, Petrobras has to the 'Oil Copom'	0
20-Apr	BES	Balloon: Anac will participate in group that will change the Boeing 737 Max	0
20-Apr	BES	Estadão: 'Brazil needs to accelerate the pace of reforms,' says Carlos Langoni	1
20-Apr	BES	Value: With reform, those who earn less will pay less, says Bolsonaro	1
20-Apr	BES	Value: Government to cajole states with compensation to expand support for reform	0
20-Apr	WAM	Al Tayer, Brazilian Ambassador discuss cooperation	0
20-Apr	GO8	Gov of Dubai: MD & CEO of DEWA receives Ambassador of Brazil to the UAE	0
20-Apr	NPW	Passion Play in Brazil shantytown a voice against injustice	0
20-Apr	NPW	Easter play in Brazil shantytown a voice against injustice	0
20-Apr	BN	Bolsonaro Not Against Sale of Brazil Postal Service: Reuters	0
20-Apr	BFW	* BOLSONARO NO LONGER AGAINST SALE OF BRAZIL POSTAL SERVICE: RTRS	0
20-Apr	BL	USA v. White Apple iPhone 7 Plus Cellular Phone, Model A1784 and ANATEL 03268-16-01993, Docket No. 3: 19-mj-01615 (S.D. Apr.	0
19-Apr	BES	Diesel readjustment: Onyx told trucker that government gave a 'lock in Petrobras'	0
19-Apr	GO1	DoJ Maryland: Brazilian Citizens Sentenced to More Than Three Years in Federal Prison for Using Counterfeit Credit Cards to	0
19-Apr	APW	Brazil Leader Wants to Ease Laws on Carrying Guns	0
19-Apr	ANS	Brasile: partecipazione a global economy at minimal storico	0
19-Apr	APW	Brazil Judge Reverses Order Censoring News Sites	0
19-Apr	BES	Estadão: Cade to analyze Latam and Gol in Avianca case	0
19-Apr	BES	Government revisits Privatization of Post Office	0
19-Apr	BES	Bolsonaro begins reviewing its assessment regarding the sale of Petrobras	1
19-Apr	CTX	Sampaoli wants long-term Brazil stay, says Santos president	0
19-Apr	CTX	Brazil extends humanitarian action in Mozambique	0
18-Apr	BFW	Brazil's Bolsonaro Says He Plans to Visit Hungary, Poland in 2H	0
18-Apr	BES	UOL Brazil: Avianca Brasil to return 18 aircraft to leasing companies, says Anac	0
18-Apr	BFW	* BRAZIL'S BOLSONARO SAYS HE PLANS TO VISIT HUNGARY, POLAND IN 2H	0
18-Apr	BES	Alexandre de Moraes revokes decision that censored reports of 'Crusoe' and 'The Antagonist'	0
18-Apr	BFW	Brazil Govt Denies Offering Posts in Exchange for Reform Support	1
18-Apr	BFW	Bolsonaro Expresses Sympathy Toward Petrobras Privatization: G1	1
18-Apr	BFW	* BOLSONARO EXPRESSES SYMPATHY TOWARD PETROBRAS PRIVATIZATION: G1	0
18-Apr	BES	Bolsonaro says it has 'initial sympathy' for privatization of Petrobras	0
18-Apr	BFW	BRL Leads FX Gains After Report on Govt's Political Negotiation	1
18-Apr	BFW	Brazil Pension Reform Seen Passing With 37 to 48 Votes	1
18-Apr	BN	* BRAZIL PENSION REFORM SEEN PASSING CMTE WITH 37 TO 48 VOTES	0
18-Apr	BES	Radar On-Line: By Social Security, PSD, PR and PP can gouge ministries	0
18-Apr	BFW	* AVIANCA BRAZIL UNLIKELY TO LIVE FOR NEW AUCTION: BLUE CEO	0
18-Apr	BFW	* BLUE UNLIKELY TO MAKE NEW OFFER FOR AVIANCA BRASIL, CEO SAYS	0
